,Open,High,Low,Close,Volume,P_news_pos,P_news_neg,P_op_pos,P_op_neg,Next_Open
68,16.276787,16.314285,16.187857,16.309999,206250800,0.0,0.0,0.0,0.0,17.952856
69,17.952856,18.125,17.803928,17.919643,734207600,0.0,0.0,0.0,0.5,17.796429
70,17.796429,17.821072,17.263571,17.354286,876772400,0.0,0.0,0.1428571428571428,0.4285714285714285,17.665714
71,17.665714,18.194286,17.589287,18.074642,690804800,0.0,0.0,0.5,0.5,18.225357
72,18.225357,18.241072,17.929644,17.952856,453678400,0.0,0.0,0.5,0.0,18.02
73,18.02,18.138571,17.736786,18.0275,461546400,0.0,0.0,0.4,0.2,18.171785
74,18.171785,18.3925,18.0275,18.3575,861509600,0.0,0.0,0.2,0.2,16.428572
75,16.428572,16.633215,16.080357,16.089287,1460852400,0.0,0.0,0.3333333333333333,0.5,16.131786
76,16.131786,16.293928,15.535714,15.71,1208026400,0.0,0.0,0.0,0.375,15.636786
77,15.636786,16.186071,15.566429,16.065357,785517600,0.0,0.0,0.5,0.0,16.321428
78,16.321428,16.521429,16.232143,16.315357,417155200,0.0,0.0,0.0,0.0,19.779285
79,19.779285,19.821428,19.343929,19.608213,560518000,0.0,0.0,0.0,0.0,15.271429
80,15.271429,15.647857,15.228571,15.349643,529519200,0.0,0.0,1.0,0.0,15.777857
81,15.777857,16.02107,15.736786,15.911429,421828400,0.0,0.0,0.5,0.5,16.3575
82,16.3575,16.530357,16.309286,16.519285,274783600,0.0,0.0,0.3333333333333333,0.0,17.343929
83,17.343929,17.564285,17.276787,17.484285,289184000,0.0,0.0,1.0,0.0,19.928572
84,19.928572,20.154642,19.672144,19.686787,472544800,0.0,0.0,0.5,0.0,16.686071
85,16.686071,16.915714,16.543571,16.678928,475207600,0.0,0.0,0.2,0.6,16.467857
86,16.467857,16.526072,16.208929,16.428213,435783600,0.0,0.0,0.0,1.0,16.208929
87,16.208929,16.254286,15.806071,15.814286,372579200,0.0,0.0,0.0,0.0,15.850714
88,15.850714,16.126429,15.630714,16.034643,501499600,0.0,0.0,0.0,0.0,16.015356
89,16.015356,16.158571,15.7375,15.8775,587350400,0.0,0.0,0.0,0.0,15.858929
90,15.858929,15.995357,15.764286,15.764286,322515200,0.0,0.0,0.0,0.0,19.567142
91,19.567142,19.631071,19.321428,19.360714,352965200,0.0,0.0,0.0,0.0,15.406071
92,15.406071,15.617143,15.368214,15.428214,363216000,0.0,0.0,0.0,1.0,16.118214
93,16.118214,16.186787,16.041071,16.070715,361300800,0.0,0.0,0.5,0.5,16.0975
94,16.0975,16.155714,15.802857,16.097143,372352400,0.0,0.0,0.25,0.0,15.030714
95,15.030714,15.106429,14.908929,15.028571,240928800,0.0,0.0,0.0,0.0,19.939285
96,19.939285,20.227858,19.917143,20.225714,450968000,0.0,0.0,0.3333333333333333,0.0,15.301786
97,15.301786,15.517857,15.191429,15.298214,405549200,0.0,0.0,0.0,0.0,15.458214
98,15.458214,15.522857,15.373214,15.446429,303875600,0.0,0.0,0.6666666666666666,0.3333333333333333,16.410713
99,16.410713,16.463215,16.017857,16.231787,526775200,0.0,0.0,1.0,0.0,16.33643
100,16.33643,16.343929,16.056786,16.145714,308660800,0.0,0.0,0.5,0.5,16.596071
101,16.596071,16.78393,16.492144,16.556429,501135600,0.0,0.0,0.5,0.0,16.302143
102,16.302143,16.314285,16.0975,16.145714,331237200,0.0,0.0,0.0,0.0,16.065001
103,16.065001,16.136429,15.772143,15.809286,442839600,0.0,0.0,1.0,0.0,19.1775
104,19.1775,19.236786,18.779642,18.821428,594333600,0.0,0.0,0.0,0.5,16.211071
105,16.211071,16.283571,15.785714,15.797143,477117200,0.0,0.0,0.0,0.5,15.278571
106,15.278571,15.292857,14.964286,15.001786,582755600,0.0,0.0,1.0,0.0,15.491429
107,15.491429,15.535714,15.1875,15.275714,358447600,0.0,0.0,0.0,0.0,17.841429
108,17.841429,17.937143,17.724285,17.810356,345032800,0.0,0.0,0.0,0.0,17.280714
109,17.280714,17.307142,17.092857,17.251072,258868400,0.0,0.0,1.0,0.0,18.610714
110,18.610714,18.815001,18.528929,18.8125,244627600,0.0,0.0,0.3333333333333333,0.0,15.009643
111,15.009643,15.021429,14.218214,14.385714,945056000,0.0,0.0,0.0,1.0,14.463929
112,14.463929,14.4925,13.919286,14.001786,666299200,0.0,0.0,0.0,0.5,13.856071
