Date,opinion_neg,opinion_pos,news_neg,news_pos
2012-07-23,0.3290937996820346,0.6709062003179654,0.3290937996820346,0.6709062003179654
2012-07-24,0.4067796610169492,0.5932203389830508,0.4067796610169492,0.5932203389830508
2012-07-27,0.3969849246231156,0.6030150753768844,0.3969849246231156,0.6030150753768844
2012-07-30,0.4900662251655629,0.5099337748344371,0.4900662251655629,0.5099337748344371
2012-07-31,0.2926829268292683,0.7073170731707317,0.2926829268292683,0.7073170731707317
2012-08-10,0.4786885245901639,0.5213114754098361,0.4786885245901639,0.5213114754098361
2012-08-14,0.434673366834171,0.565326633165829,0.434673366834171,0.565326633165829
2012-08-15,0.09473684210526316,0.9052631578947369,0.09473684210526316,0.9052631578947369
2012-08-16,0.28773584905660377,0.7122641509433962,0.28773584905660377,0.7122641509433962
2012-08-17,0.408,0.592,0.408,0.592
2012-08-21,0.33846153846153837,0.6615384615384616,0.33846153846153837,0.6615384615384616
2012-08-22,0.428341384863124,0.571658615136876,0.428341384863124,0.571658615136876
2012-08-23,0.3253012048192771,0.674698795180723,0.3253012048192771,0.674698795180723
2012-08-27,0.2769230769230769,0.7230769230769231,0.2769230769230769,0.7230769230769231
2012-08-28,0.3609154929577464,0.6390845070422536,0.3609154929577464,0.6390845070422536
2012-08-30,0.3550724637681159,0.6449275362318839,0.3550724637681159,0.6449275362318839
2012-09-13,0.3361344537815125,0.6638655462184874,0.3361344537815125,0.6638655462184874
2012-09-17,0.10256410256410255,0.8974358974358974,0.10256410256410255,0.8974358974358974
2012-09-20,0.4067796610169491,0.5932203389830508,0.4067796610169491,0.5932203389830508
2012-09-24,0.2603092783505151,0.7396907216494849,0.2603092783505151,0.7396907216494849
2012-09-25,0.5314009661835748,0.4685990338164251,0.5314009661835748,0.4685990338164251
2012-09-26,0.17551020408163265,0.8244897959183675,0.17551020408163265,0.8244897959183675
2012-09-28,0.40264026402640263,0.5973597359735974,0.40264026402640263,0.5973597359735974
2012-10-08,0.34576888080072793,0.654231119199272,0.34576888080072793,0.654231119199272
2012-10-09,0.44444444444444453,0.5555555555555555,0.44444444444444453,0.5555555555555555
2012-10-10,0.5873015873015872,0.4126984126984127,0.5873015873015872,0.4126984126984127
2012-10-12,0.34914611005692614,0.6508538899430739,0.34914611005692614,0.6508538899430739
2012-10-15,0.49082568807339466,0.5091743119266052,0.49082568807339466,0.5091743119266052
2012-10-16,0.26859504132231404,0.731404958677686,0.26859504132231404,0.731404958677686
2012-10-18,0.2877569258266309,0.7122430741733692,0.2877569258266309,0.7122430741733692
2012-10-19,0.489406779661017,0.510593220338983,0.489406779661017,0.510593220338983
2012-10-22,0.45714285714285713,0.5428571428571428,0.45571095571095593,0.544289044289044
2012-10-23,0.2779984114376489,0.7220015885623511,0.2779984114376489,0.7220015885623511
2012-10-24,0.673525377229081,0.3264746227709191,0.673525377229081,0.3264746227709191
2012-10-25,0.4250559284116331,0.5749440715883669,0.4250559284116331,0.5749440715883669
2012-10-26,0.5714285714285717,0.42857142857142827,0.5714285714285717,0.42857142857142827
2012-10-31,0.3686131386861314,0.6313868613138686,0.3686131386861314,0.6313868613138686
2012-11-09,0.43652561247216026,0.5634743875278396,0.43652561247216026,0.5634743875278396
2012-11-10,0.42271293375394325,0.5772870662460567,0.42271293375394325,0.5772870662460567
2012-11-12,0.6702127659574468,0.32978723404255317,0.6702127659574468,0.32978723404255317
2012-11-13,0.4421252371916508,0.5578747628083491,0.4421252371916508,0.5578747628083491
2012-11-14,0.4278169014084508,0.5721830985915493,0.4278169014084508,0.5721830985915493
2012-11-15,0.49022801302931596,0.509771986970684,0.49022801302931596,0.509771986970684
2012-11-16,0.5208333333333334,0.4791666666666667,0.5208333333333334,0.4791666666666667
2012-11-19,0.20396600566572234,0.7960339943342776,0.20396600566572234,0.7960339943342776
2012-11-20,0.2924297924297924,0.7075702075702076,0.2924297924297924,0.7075702075702076
2012-11-21,0.39999999999999997,0.6,0.39999999999999997,0.6
2012-11-23,0.45967741935483875,0.5403225806451614,0.45967741935483875,0.5403225806451614
2012-11-26,0.3847102342786683,0.6152897657213316,0.3847102342786683,0.6152897657213316
2012-11-27,0.3239700374531835,0.6760299625468165,0.3239700374531835,0.6760299625468165
2012-11-28,0.4202898550724638,0.5797101449275363,0.4202898550724638,0.5797101449275363
2012-11-30,0.38016528925619836,0.6198347107438017,0.38016528925619836,0.6198347107438017
2012-12-09,0.41148325358851673,0.5885167464114832,0.41148325358851673,0.5885167464114832
2012-12-10,0.44930417495029823,0.5506958250497018,0.44930417495029823,0.5506958250497018
2012-12-11,0.3893229166666666,0.6106770833333335,0.3893229166666666,0.6106770833333335
2012-12-12,0.5051413881748072,0.49485861182519275,0.5051413881748072,0.49485861182519275
2012-12-17,0.3678696158323632,0.6321303841676369,0.3678696158323632,0.6321303841676369
2012-12-18,0.5150300601202404,0.4849699398797595,0.5150300601202404,0.4849699398797595
2012-12-19,0.4279918864097362,0.5720081135902638,0.4279918864097362,0.5720081135902638
2012-12-20,0.3783783783783784,0.6216216216216216,0.3783783783783784,0.6216216216216216
2012-12-24,0.6066666666666667,0.3933333333333333,0.6066666666666667,0.3933333333333333
2012-12-26,0.5169014084507044,0.4830985915492957,0.5169014084507044,0.4830985915492957
2012-12-27,0.2926829268292683,0.7073170731707317,0.2926829268292683,0.7073170731707317
2012-12-28,0.0,1.0,0.0,1.0
2012-12-31,0.35757575757575755,0.6424242424242425,0.35757575757575755,0.6424242424242425
2013-01-03,0.2824427480916029,0.7175572519083971,0.2824427480916029,0.7175572519083971
2013-01-04,0.4009360374414974,0.5990639625585025,0.4009360374414974,0.5990639625585025
2013-01-07,0.3463587921847248,0.6536412078152752,0.3463587921847248,0.6536412078152752
2013-01-08,0.3891213389121339,0.6108786610878661,0.3891213389121339,0.6108786610878661
2013-01-14,0.5161290322580645,0.48387096774193555,0.5161290322580645,0.48387096774193555
2013-01-15,0.4926686217008799,0.5073313782991201,0.4926686217008799,0.5073313782991201
