Date,opinion_neg,opinion_neu,opinion_pos,opinion_compound,news_neg,news_neu,news_pos,news_compound
2012-07-23,0.056666666666666664,0.8490000000000001,0.09466666666666668,0.32736666666666664,0.056666666666666664,0.8490000000000001,0.09466666666666668,0.32736666666666664
2012-07-24,0.094,0.805,0.101,-0.6101,0.094,0.805,0.101,-0.6101
2012-07-27,0.03,0.909,0.061,0.7501,0.03,0.909,0.061,0.7501
2012-07-30,0.116,0.778,0.106,-0.9588,0.116,0.778,0.106,-0.9588
2012-07-31,0.0445,0.8465,0.1095,0.9944500000000001,0.0445,0.8465,0.1095,0.9944500000000001
2012-08-10,0.119,0.754,0.126,0.5379,0.119,0.754,0.126,0.5379
2012-08-14,0.066,0.866,0.068,-0.3169,0.066,0.866,0.068,-0.3169
2012-08-15,0.02,0.863,0.117,0.996,0.02,0.863,0.117,0.996
2012-08-16,0.05,0.842,0.108,0.9955,0.05,0.842,0.108,0.9955
2012-08-17,0.033,0.919,0.048,0.765,0.033,0.919,0.048,0.765
2012-08-21,0.06633333333333334,0.8313333333333333,0.10266666666666667,0.3152333333333333,0.06633333333333334,0.8313333333333333,0.10266666666666667,0.3152333333333333
2012-08-22,0.10200000000000001,0.779,0.119,-0.0017999999999999683,0.10200000000000001,0.779,0.119,-0.0017999999999999683
2012-08-23,0.055,0.833,0.112,0.9698,0.055,0.833,0.112,0.9698
2012-08-27,0.05,0.826,0.123,0.9981,0.05,0.826,0.123,0.9981
2012-08-28,0.054,0.8716666666666667,0.074,0.4172,0.054,0.8716666666666667,0.074,0.4172
2012-08-30,0.084,0.783,0.133,0.9952,0.084,0.783,0.133,0.9952
2012-09-13,0.08,0.791,0.129,0.9890666666666666,0.08,0.791,0.129,0.9890666666666666
2012-09-17,0.0,0.912,0.088,0.8858,0.0,0.912,0.088,0.8858
2012-09-20,0.07200000000000001,0.8195,0.1085,0.87015,0.07200000000000001,0.8195,0.1085,0.87015
2012-09-24,0.048,0.881,0.07100000000000001,0.023050000000000015,0.048,0.881,0.07100000000000001,0.023050000000000015
2012-09-25,0.081,0.85,0.068,-0.736,0.081,0.85,0.068,-0.736
2012-09-26,0.029,0.861,0.11,0.9559,0.029,0.861,0.11,0.9559
2012-09-28,0.087,0.775,0.138,0.8225,0.087,0.775,0.138,0.8225
2012-10-08,0.06425,0.815,0.1205,0.951525,0.06425,0.815,0.1205,0.951525
2012-10-09,0.07266666666666667,0.8433333333333334,0.08433333333333333,0.17266666666666666,0.07266666666666667,0.8433333333333334,0.08433333333333333,0.17266666666666666
2012-10-10,0.099,0.821,0.08,-0.18855,0.099,0.821,0.08,-0.18855
2012-10-12,0.0615,0.8280000000000001,0.1105,0.009700000000000042,0.0615,0.8280000000000001,0.1105,0.009700000000000042
2012-10-15,0.064,0.8694999999999999,0.0665,0.07090000000000002,0.064,0.8694999999999999,0.0665,0.07090000000000002
2012-10-16,0.056,0.846,0.098,0.919,0.056,0.846,0.098,0.919
2012-10-18,0.076,0.7743333333333333,0.14966666666666664,0.9071666666666666,0.076,0.7743333333333333,0.14966666666666664,0.9071666666666666
2012-10-19,0.0825,0.8425,0.07500000000000001,-0.2199,0.0825,0.8425,0.07500000000000001,-0.2199
2012-10-22,0.06466666666666666,0.8503333333333334,0.085,0.6233666666666666,0.0745,0.8380000000000001,0.08750000000000001,0.296075
2012-10-23,0.052833333333333336,0.8476666666666667,0.09949999999999999,0.7273333333333333,0.052833333333333336,0.8476666666666667,0.09949999999999999,0.7273333333333333
2012-10-24,0.10066666666666667,0.8290000000000001,0.07033333333333334,-0.6698,0.10066666666666667,0.8290000000000001,0.07033333333333334,-0.6698
2012-10-25,0.082,0.8390000000000001,0.0795,-0.03424999999999995,0.082,0.8390000000000001,0.0795,-0.03424999999999995
2012-10-26,0.08324999999999999,0.8554999999999999,0.0615,-0.45687500000000003,0.08324999999999999,0.8554999999999999,0.0615,-0.45687500000000003
2012-10-31,0.072,0.813,0.11499999999999999,0.94245,0.072,0.813,0.11499999999999999,0.94245
2012-11-09,0.09433333333333334,0.79,0.11566666666666665,0.3343,0.09433333333333334,0.79,0.11566666666666665,0.3343
2012-11-10,0.074,0.842,0.084,0.9168,0.074,0.842,0.084,0.9168
2012-11-12,0.0805,0.878,0.0415,-0.8808,0.0805,0.878,0.0415,-0.8808
2012-11-13,0.0896,0.7846,0.126,0.5221199999999999,0.0896,0.7846,0.126,0.5221199999999999
2012-11-14,0.04666666666666667,0.8866666666666667,0.067,0.27803333333333335,0.04666666666666667,0.8866666666666667,0.067,0.27803333333333335
2012-11-15,0.1195,0.7595000000000001,0.1215,0.00385000000000002,0.1195,0.7595000000000001,0.1215,0.00385000000000002
2012-11-16,0.103,0.809,0.088,-0.9215,0.103,0.809,0.088,-0.9215
2012-11-19,0.027250000000000003,0.87825,0.09475,0.9737750000000001,0.027250000000000003,0.87825,0.09475,0.9737750000000001
2012-11-20,0.05228571428571429,0.8364285714285715,0.11142857142857143,0.6062142857142857,0.05228571428571429,0.8364285714285715,0.11142857142857143,0.6062142857142857
2012-11-21,0.066,0.837,0.097,0.9382,0.066,0.837,0.097,0.9382
2012-11-23,0.073,0.837,0.09,0.993,0.073,0.837,0.09,0.993
2012-11-26,0.07933333333333333,0.7986666666666666,0.12166666666666666,0.9798333333333334,0.07933333333333333,0.7986666666666666,0.12166666666666666,0.9798333333333334
2012-11-27,0.07,0.81375,0.11575000000000002,0.579075,0.07,0.81375,0.11575000000000002,0.579075
